timestamp,utilization,academic_multiplier,utilization_norm
2025-01-01 00:00:00+00:00,1.7277857501981266,0.5,0.012339555278373132
2025-01-01 00:05:00+00:00,0.5,0.5,0.0
2025-01-01 00:10:00+00:00,1.8555975603010448,0.5,0.013624096083427586
2025-01-01 00:15:00+00:00,3.60201564227414,0.5,0.03117603660577025
2025-01-01 00:20:00+00:00,3.650130472014006,0.5,0.031659602733809106
2025-01-01 00:25:00+00:00,2.14958883346075,0.5,0.01657878224583668
2025-01-01 00:30:00+00:00,2.104749625256368,0.5,0.016128136937249928
2025-01-01 00:35:00+00:00,3.431549982875481,0.5,0.029462813898246037
2025-01-01 00:40:00+00:00,2.406583512097936,0.5,0.0191616433376677
2025-01-01 00:45:00+00:00,3.2358483638519004,0.5,0.027495963455797995
2025-01-01 00:50:00+00:00,1.6305324418832714,0.5,0.011362135094304233
2025-01-01 00:55:00+00:00,3.9799037331940847,0.5,0.034973906866272206
2025-01-01 01:00:00+00:00,1.0414826112690423,0.5,0.005442036294161228
2025-01-01 01:05:00+00:00,3.7825292922611062,0.5,0.0329902441433277
2025-01-01 01:10:00+00:00,2.9479408866071943,0.5,0.024602420970926575
2025-01-01 01:15:00+00:00,3.5391254395292013,0.5,0.03054397426662514
2025-01-01 01:20:00+00:00,2.7844186185063795,0.5,0.022958981090516375
2025-01-01 01:25:00+00:00,0.7861068450814211,0.5,0.0028754456792102626
2025-01-01 01:30:00+00:00,1.810288310816792,0.5,0.013168726741877305
2025-01-01 01:35:00+00:00,2.3603776502503675,0.5,0.018697262816586607
2025-01-01 01:40:00+00:00,2.5796096545313034,0.5,0.020900599543028173
2025-01-01 01:45:00+00:00,4.400660045586683,0.5,0.03920261352348425
2025-01-01 01:50:00+00:00,2.681130118278298,0.5,0.021920905711339676
2025-01-01 01:55:00+00:00,0.5158588747098511,0.5,0.0001593856754758911
2025-01-01 02:00:00+00:00,3.1039800461066878,0.5,0.026170653729715453
2025-01-01 02:05:00+00:00,2.6614022279394716,0.5,0.021722635456678106
2025-01-01 02:10:00+00:00,3.086161934141134,0.5,0.025991577227549086
2025-01-01 02:15:00+00:00,1.8506427329361816,0.5,0.01357429882347921
2025-01-01 02:20:00+00:00,3.5951198129882838,0.5,0.031106731788826975
2025-01-01 02:25:00+00:00,4.3362667903649745,0.5,0.03855544512929623
2025-01-01 02:30:00+00:00,2.9107218312098353,0.5,0.024228360112661662
2025-01-01 02:35:00+00:00,0.5,0.5,0.0
2025-01-01 02:40:00+00:00,1.8025838424410958,0.5,0.013091294898905485
2025-01-01 02:45:00+00:00,3.933338753409006,0.5,0.0345059171196885
2025-01-01 02:50:00+00:00,4.018778597424076,0.5,0.03536460901933745
2025-01-01 02:55:00+00:00,1.295703138163997,0.5,0.007997016463959769
2025-01-01 03:00:00+00:00,1.2856382961109387,0.5,0.007895862272471747
2025-01-01 03:05:00+00:00,1.7113736701157325,0.5,0.012174609749906858
2025-01-01 03:10:00+00:00,3.1174829396582893,0.5,0.02630636120259587
2025-01-01 03:15:00+00:00,6.335153600659873,0.5,0.05864475980562687
2025-01-01 03:20:00+00:00,2.84427314793514,0.5,0.023560534150101908
2025-01-01 03:25:00+00:00,5.666243047307904,0.5,0.05192204067646135
2025-01-01 03:30:00+00:00,0.8314232961148383,0.5,0.0033308873981390793
2025-01-01 03:35:00+00:00,2.3735585088675526,0.5,0.01882973375746284
2025-01-01 03:40:00+00:00,2.648232879598864,0.5,0.021590280196973507
